hours_since_20110102,year,month,day,temp_surface_40_47N_0_300km,temp_bottom_40_47N_50_1200m,temp_bottom_40_47N_300_500m,temp_bottom_40_47N_0_250m,temp_300_500m_40_47N_300_500m,temp_300_825m_40_47N_500m_300km,temp_1000_1200m_40_47N_1000m_300km,mld_40_47N_500m_300km,ualong_1000_1200m_40_47N_1000m_300km,ualong_surface_40_47N_0_300km,ualong_bottom_40_47N_0_250m,ucross_300_825m_40_47N_500m_300km,ucross_1000_1200m_40_47N_1000m_300km,ucross_surface_40_47N_0_300km,ucross_bottom_40_47N_0_250m
63624,2018,4,6,10.358,5.9529,6.3577,6.6758,6.4117,5.1759,3.5372,32.611,0.00655,0.0464,0.05833,-0.00096,-0.00142,0.07163,-0.0179
63648,2018,4,7,10.128,5.6569,6.2337,6.1492,6.2686,5.168,3.5384,32.401,0.00984,0.0405,0.09318,-0.00196,-0.00152,0.10426,-0.02378
63672,2018,4,8,10.188,5.6806,6.2095,6.2471,6.2595,5.1703,3.5404,31.52,0.01182,-0.0014,0.11678,0.00107,-0.00015,0.16193,-0.0382
63696,2018,4,9,10.269,5.6819,6.1807,6.3326,6.2488,5.1689,3.5388,31.031,0.0145,-0.04561,0.02261,0.00179,0.00138,0.05843,0.00019
63720,2018,4,10,10.458,5.654,6.1451,6.3349,6.2294,5.1647,3.5353,29.883,0.01303,0.00411,-0.06037,0.00126,0.00133,0.03592,0.02099
63744,2018,4,11,10.331,5.7945,6.1858,6.6112,6.2952,5.1608,3.5333,26.519,0.01227,-0.02947,-0.04711,0.00102,6e-05,0.11269,0.01223
63768,2018,4,12,10.361,5.784,6.1748,6.6172,6.293,5.1596,3.5318,24.8,0.00722,-0.06224,-0.01588,0.00141,0.00117,0.07416,0.00034
63792,2018,4,13,10.38,5.8154,6.1746,6.7238,6.2918,5.1619,3.5311,24.239,0.0044,-0.06391,0.04741,0.00048,-0.00014,0.09539,-0.01988
63816,2018,4,14,10.464,5.8997,6.1651,6.9997,6.2847,5.1609,3.5293,23.687,0.00491,-0.02302,0.09491,0.00309,0.00256,0.07519,-0.03052
63840,2018,4,15,10.419,5.9371,6.1504,7.1557,6.27,5.1632,3.5282,25.937,-0.00108,-0.02531,0.08647,0.00381,0.00278,0.03504,-0.02168
63864,2018,4,16,10.469,5.9864,6.1525,7.2519,6.2812,5.1655,3.5288,25.134,0.00027,-0.07427,0.10266,-0.00053,-0.0002,0.00813,-0.01883
63888,2018,4,17,10.447,6.0348,6.1702,7.3342,6.2885,5.1687,3.53,24.609,0.00073,-0.06992,0.12054,0.00284,0.001,0.0156,-0.02288
63912,2018,4,18,10.563,6.0796,6.1943,7.3864,6.3114,5.1736,3.5324,24.391,0.00412,-0.00635,0.12621,0.00018,-1e-05,0.01608,-0.0176
63936,2018,4,19,10.702,5.755,6.0453,6.7508,6.1398,5.1698,3.5327,26.135,0.00793,-0.01208,0.13747,-0.00144,-0.00133,0.00591,-0.03351
63960,2018,4,20,10.785,5.7839,6.04,6.7713,6.1216,5.1772,3.5376,24.566,0.00892,-0.01566,0.12343,-0.00029,-0.00224,-0.04837,-0.00983
63984,2018,4,21,10.902,5.8001,6.0302,6.7851,6.1211,5.1808,3.541,23.447,0.01482,-0.01492,0.07776,-0.00072,-0.00203,-0.01508,-0.00529
64008,2018,4,22,10.943,5.7863,6.0231,6.7377,6.1164,5.1839,3.5448,22.724,0.01747,-0.05449,0.01666,-0.00219,-0.00227,-0.0715,0.00816
64032,2018,4,23,10.535,5.5416,5.9318,6.2115,6.0103,5.1938,3.5485,27.086,0.01864,-0.04526,-0.01803,-0.00071,-0.00267,-0.11464,0.01939
64056,2018,4,24,10.589,5.5368,5.9283,6.133,6.0135,5.1968,3.5512,26.854,0.01914,-0.02898,-0.01111,0.00077,-0.00138,-0.07673,0.00989
64080,2018,4,25,10.895,5.5249,5.9145,6.1107,6.0114,5.1948,3.5492,25.551,0.01925,-0.01513,-0.02261,0.00249,0.00192,-0.02868,0.01048
64104,2018,4,26,11.37,5.5098,5.8944,6.0819,6.0053,5.1909,3.5456,24.57,0.01558,-0.03779,-0.06314,0.00529,0.00489,0.0266,0.01897
64128,2018,4,27,11.201,5.4894,5.8731,6.031,5.9972,5.1939,3.5428,32.104,0.01247,-0.05813,-0.0297,0.00281,0.00071,0.04273,0.00589
64152,2018,4,28,11.306,5.5124,5.8838,6.067,6.0075,5.1943,3.541,31.739,0.01306,-0.04091,0.04607,0.00084,0.00205,0.044,-0.01517
64176,2018,4,29,11.406,5.5733,5.9162,6.2014,6.032,5.2019,3.5446,31.656,0.01311,-0.03171,0.12995,0.00225,-0.00062,0.02385,-0.03586
64200,2018,4,30,11.218,5.6697,5.9784,6.3562,6.0773,5.2098,3.5481,28.116,0.01301,-0.09331,0.19316,0.00081,0.00196,-0.0573,-0.04209
64224,2018,5,1,11.129,5.454,5.8708,6.0419,5.9627,5.2262,3.5475,28.473,0.00469,-0.10142,0.1756,0.00487,0.00423,-0.10175,-0.03148
64248,2018,5,2,11.016,5.4641,5.8697,6.028,5.9639,5.2252,3.5448,30.19,0.00265,-0.09666,0.06367,0.00713,0.00633,-0.09436,0.00525
64272,2018,5,3,11.066,5.4466,5.8762,5.9612,5.972,5.2249,3.5425,30.142,-0.00082,-0.07728,0.00835,0.00693,0.00577,-0.04848,0.00576
64296,2018,5,4,11.273,5.4464,5.8953,5.923,5.9953,5.225,3.5413,28.905,0.00174,-0.05779,0.01512,0.00425,0.00445,-0.01153,0.00342
64320,2018,5,5,11.134,5.3003,5.8425,5.5576,5.9364,5.2119,3.5401,27.269,0.00286,-0.06545,0.05166,0.00363,0.00398,-0.017,-0.00936
64344,2018,5,6,11.386,5.3177,5.8454,5.582,5.9462,5.2147,3.5413,26.301,0.00285,-0.05564,0.05929,0.00352,0.00306,-0.04337,-0.01001
64368,2018,5,7,11.803,5.3389,5.8561,5.6151,5.9643,5.2193,3.5441,25.494,0.00408,-0.02297,0.06552,0.00386,0.00269,-0.0005,-0.01687
64392,2018,5,8,12.168,5.3624,5.8654,5.6524,5.9791,5.2224,3.5458,24.776,0.00679,-0.0259,0.05539,0.00088,0.00174,0.02338,-0.01113
64416,2018,5,9,12.15,5.182,5.7544,5.2694,5.8822,5.2193,3.5467,26.525,0.00876,-0.03433,0.07348,0.00245,0.00248,0.05587,-0.02351
64440,2018,5,10,12.355,5.2373,5.734,5.3594,5.8835,5.2268,3.5513,25.843,0.01017,-0.05785,0.11189,-0.0001,-0.0002,0.02052,-0.02307
64464,2018,5,11,11.9,5.2902,5.7221,5.4697,5.8872,5.2314,3.5544,19.741,0.01147,-0.10606,0.09901,0.00284,0.00101,-0.08501,-0.02172
64488,2018,5,12,11.446,5.3079,5.7301,5.5109,5.8943,5.2296,3.5524,18.703,0.00886,-0.14207,0.01488,0.00647,0.00641,-0.1447,0.00916
64512,2018,5,13,11.346,5.3271,5.7423,5.5876,5.9034,5.2246,3.5489,19.923,0.00597,-0.10005,-0.04168,0.0048,0.00437,-0.11471,0.01948
64536,2018,5,14,11.757,5.346,5.7735,5.6018,5.9277,5.2252,3.5484,18.237,0.00768,-0.04351,-0.01209,0.00414,0.00185,-0.01913,0.00441
64560,2018,5,15,12.403,5.3775,5.8179,5.6482,5.9604,5.2284,3.5495,17.715,0.00933,-0.04201,0.04813,0.00101,0.00159,0.02574,-0.01453
64584,2018,5,16,12.871,5.4216,5.8615,5.7313,5.9949,5.2304,3.5504,17.342,0.00998,-0.04049,0.08446,0.00226,0.00152,0.02327,-0.02707
64608,2018,5,17,12.478,5.423,5.8602,5.7251,5.9892,5.2281,3.5514,23.955,0.01009,-0.05164,0.11315,0.00107,0.00101,0.00364,-0.03413
64632,2018,5,18,12.596,5.4531,5.8652,5.7988,6.0058,5.2237,3.5477,23.284,0.00812,-0.0562,0.07982,0.00392,0.0031,-0.03646,-0.01585
64656,2018,5,19,12.56,5.467,5.8782,5.8311,6.0272,5.2234,3.5466,21.424,0.00711,-0.07823,0.03418,0.00317,0.0028,-0.0473,-0.00821
64680,2018,5,20,12.444,5.4825,5.8831,5.8654,6.0347,5.2226,3.5453,19.015,0.00715,-0.09397,0.02937,0.00102,0.00105,-0.06183,-0.00376
64704,2018,5,21,12.598,5.6762,5.9157,6.4293,6.0834,5.2164,3.544,17.424,0.00569,-0.08781,0.03514,0.00348,0.00255,-0.05941,-0.00306
64728,2018,5,22,12.694,5.6658,5.9134,6.4096,6.0824,5.2144,3.5428,16.423,0.0046,-0.10665,-0.00701,0.00056,0.0004,-0.08043,0.00873
64752,2018,5,23,12.879,5.6642,5.9133,6.4,6.0773,5.2166,3.5445,15.641,0.00586,-0.10307,-0.00431,0.00053,0.0003,-0.07221,0.00779
64776,2018,5,24,13.193,5.6679,5.9013,6.4143,6.0622,5.2168,3.5452,14.921,0.00551,-0.08456,0.02163,-0.00021,-0.00107,-0.0507,-0.00317
64800,2018,5,25,12.924,5.8312,5.9452,6.8668,6.1119,5.2083,3.5444,17.416,0.00695,-0.0912,0.01007,-0.00131,-0.00103,-0.07152,0.00406
64824,2018,5,26,12.983,5.8271,5.9387,6.8395,6.1058,5.2079,3.5444,16.429,0.00687,-0.10105,0.01291,-0.00046,8e-05,-0.07147,-0.00277
64848,2018,5,27,13.126,5.8373,5.9368,6.8737,6.1024,5.2088,3.5446,15.692,0.00505,-0.08572,0.01228,0.00012,-0.00153,-0.05348,0.0016
64872,2018,5,28,13.202,5.8525,5.9539,6.879,6.1155,5.2096,3.5448,15.672,0.00746,-0.1234,0.01569,-0.00361,-0.00273,-0.09187,0.002
64896,2018,5,29,13.029,6.1265,6.0583,7.5113,6.2335,5.2158,3.5457,17.671,0.0059,-0.13594,0.0345,-0.00312,-0.00066,-0.17451,0.00454
64920,2018,5,30,12.669,6.1088,6.0514,7.4563,6.2282,5.2165,3.5459,19.49,0.00304,-0.15334,-0.00039,0.00225,-0.002,-0.17127,0.01441
64944,2018,5,31,12.607,6.0623,6.0218,7.3668,6.2069,5.2159,3.545,20.745,0.00467,-0.11692,-0.04357,-0.00518,-0.00148,-0.08949,0.02477
64968,2018,6,1,12.816,6.0248,5.9963,7.2882,6.1917,5.2147,3.5446,20.503,0.0036,-0.07672,-0.03658,0.00033,-0.00126,-0.0039,0.0161
64992,2018,6,2,13.141,6.0077,5.9782,7.2671,6.178,5.2112,3.546,19.976,0.00596,-0.07975,-0.00369,-0.00271,-0.00375,-0.00822,0.00222
65016,2018,6,3,13.297,6.013,5.9722,7.2935,6.173,5.2128,3.548,18.825,0.00953,-0.1013,-0.0002,-0.00418,-0.00302,-0.058,0.00374
65040,2018,6,4,13.41,6.0182,5.9676,7.2977,6.1661,5.217,3.5522,18.221,0.01108,-0.09683,0.00458,-0.00397,-0.00426,-0.07939,0.00504
65064,2018,6,5,13.544,6.0551,6.0015,7.3322,6.185,5.2239,3.5589,17.915,0.01541,-0.07584,0.03728,-0.00496,-0.0069,-0.03576,-0.00593
65088,2018,6,6,13.308,6.0086,6.0056,7.1329,6.164,5.2197,3.5651,19.784,0.0196,-0.06188,0.06818,-0.00793,-0.00613,0.0118,-0.02027
65112,2018,6,7,13.74,6.0579,6.0396,7.2013,6.1754,5.2246,3.5705,18.814,0.02336,-0.04522,0.05729,-0.00222,-0.0046,0.02294,-0.01297
65136,2018,6,8,14.072,6.0966,6.0758,7.245,6.1945,5.2308,3.5752,18.126,0.02515,-0.03125,0.03774,-0.00411,-0.00454,0.05072,-0.01101
65160,2018,6,9,14.402,6.1256,6.0999,7.2854,6.2071,5.2339,3.5772,17.641,0.02752,-0.072,0.02518,-0.00097,-0.00242,0.04629,-0.00581
65184,2018,6,10,13.96,6.1467,6.1151,7.2984,6.2078,5.2329,3.5759,17.079,0.02173,-0.08001,0.00582,0.00156,0.00112,0.03435,-0.00067
65208,2018,6,11,14.169,6.126,6.0887,7.2873,6.2003,5.2317,3.5737,16.526,0.02069,-0.05982,-0.01915,0.00335,0.00033,0.02919,0.00306
65232,2018,6,12,14.363,6.101,6.0563,7.2733,6.1862,5.2293,3.5706,15.658,0.01876,-0.06808,-0.04094,0.00189,0.00167,-0.04149,0.01386
65256,2018,6,13,14.405,6.0805,6.031,7.2532,6.1811,5.2302,3.5699,13.869,0.01408,-0.10407,-0.01932,0.00277,0.00013,-0.04898,0.00663
65280,2018,6,14,14.477,6.0915,6.0031,7.3298,6.1771,5.2316,3.5701,15.087,0.01325,-0.13026,0.04454,0.00035,-0.00085,-0.06803,-0.01423
65304,2018,6,15,14.155,6.0871,5.9908,7.3302,6.16,5.2353,3.5721,14.729,0.01426,-0.14403,0.03035,0.00097,-0.00016,-0.14451,-0.00071
65328,2018,6,16,13.718,6.0625,5.9778,7.2883,6.1542,5.2375,3.5736,16.073,0.01468,-0.17115,-0.00183,0.00388,0.00135,-0.16392,0.01109
65352,2018,6,17,13.696,6.0275,5.9556,7.2295,6.1344,5.2377,3.5742,16.787,0.01229,-0.17184,-0.04782,0.00184,0.00126,-0.14715,0.02498
65376,2018,6,18,13.771,5.8749,5.9237,6.8123,6.0869,5.2237,3.5748,16.808,0.01481,-0.12259,0.00932,-0.00132,-0.00157,-0.07572,-0.0028
65400,2018,6,19,14.35,5.9432,5.9957,6.8719,6.1249,5.2329,3.581,16.063,0.01752,-0.03284,0.10677,-0.00137,-0.00301,-0.02066,-0.02519
65424,2018,6,20,14.889,6.0322,6.0965,6.9653,6.1855,5.2408,3.586,15.709,0.01951,-0.03625,0.17075,-0.00175,-0.00128,0.00213,-0.04347
65448,2018,6,21,15.257,6.0879,6.1631,7.0305,6.222,5.2426,3.5864,15.274,0.01917,-0.05965,0.12874,0.00239,0.00285,-0.02628,-0.03135
65472,2018,6,22,14.949,6.3435,6.2465,7.7338,6.3142,5.2329,3.5821,15.867,0.01515,-0.07063,0.06543,0.00544,0.00262,-0.07245,-0.00909
65496,2018,6,23,14.822,6.3371,6.2483,7.7177,6.3187,5.2314,3.5795,15.294,0.01642,-0.09016,-0.00552,-0.00081,0.00163,-0.10567,0.00749
65520,2018,6,24,14.733,6.3086,6.2386,7.6548,6.3142,5.2304,3.578,15.66,0.01224,-0.10624,-0.02649,0.00241,0.0017,-0.1225,0.01789
65544,2018,6,25,14.74,6.3088,6.2645,7.6171,6.3355,5.2361,3.5812,16.063,0.0129,-0.11096,0.0096,-0.00241,-0.00262,-0.1112,0.00435
65568,2018,6,26,14.804,6.3932,6.3357,7.8307,6.3921,5.2339,3.5825,17.135,0.01398,-0.11129,0.05076,-0.00399,-0.00282,-0.11415,-0.00486
65592,2018,6,27,14.697,6.4068,6.3532,7.8403,6.3999,5.2371,3.5835,17.682,0.01291,-0.11241,0.02675,0.00044,0.00123,-0.14696,0.00376
65616,2018,6,28,14.693,6.3609,6.3269,7.7573,6.3748,5.2338,3.5802,18.137,0.00719,-0.10738,-0.05299,0.00277,0.00237,-0.0917,0.02595
65640,2018,6,29,14.889,6.3315,6.3176,7.6707,6.3813,5.2344,3.579,18.079,0.00887,-0.09589,-0.05213,-0.00255,-0.00098,-0.03442,0.01948
65664,2018,6,30,14.802,6.3937,6.3767,7.7094,6.4438,5.2292,3.5796,17.658,0.00946,-0.09801,0.0264,-0.00112,-0.0011,-0.05366,-0.00539
65688,2018,7,1,14.935,6.419,6.4071,7.7458,6.4724,5.2319,3.5803,17.502,0.00759,-0.10533,0.05434,-0.00209,0.00035,-0.12219,-0.01198
65712,2018,7,2,14.82,6.4262,6.4174,7.7743,6.4738,5.2332,3.5806,18.102,0.00886,-0.11308,0.03679,-0.00047,-0.00171,-0.15259,-0.00251
65736,2018,7,3,14.658,6.4378,6.4454,7.7682,6.4978,5.2362,3.5822,19.287,0.00899,-0.11307,0.03084,-0.00392,-0.0006,-0.15761,0.0007
65760,2018,7,4,14.316,6.3395,6.4228,7.5084,6.4568,5.222,3.5806,20.527,0.00712,-0.08808,0.03544,-0.0007,-0.00082,-0.08692,-0.00502
65784,2018,7,5,14.659,6.3504,6.4418,7.5242,6.474,5.2232,3.5805,19.888,0.00593,-0.0229,0.04807,-0.0044,-0.00107,-0.01196,-0.01346
65808,2018,7,6,15.214,6.3702,6.4706,7.5572,6.4988,5.2243,3.5805,18.862,0.00944,-0.01758,0.05547,-0.00163,-0.00307,0.07798,-0.01571
65832,2018,7,7,15.659,6.4064,6.5173,7.5964,6.5363,5.2288,3.5831,17.916,0.01032,-0.06067,0.09182,-0.00711,-0.00226,0.035,-0.02544
65856,2018,7,8,15.469,6.2425,6.4474,7.3035,6.4595,5.2203,3.5812,16.083,0.00919,-0.0811,0.11751,-0.0019,-0.00221,-0.04701,-0.0336
65880,2018,7,9,15.568,6.264,6.4616,7.334,6.4675,5.2234,3.5827,14.854,0.01085,-0.04489,0.1054,-0.00472,-0.00293,-0.04451,-0.02261
65904,2018,7,10,15.768,6.2836,6.4904,7.3559,6.4935,5.2256,3.5843,14.328,0.01385,-0.04861,0.1002,-0.00663,-0.00459,-0.00572,-0.02618
65928,2018,7,11,15.822,6.3115,6.524,7.3823,6.5207,5.2314,3.5882,13.778,0.01521,-0.08024,0.11147,-0.00517,-0.00592,-0.09623,-0.02548
65952,2018,7,12,15.379,6.4684,6.5884,7.7725,6.5898,5.2306,3.5909,14.585,0.01596,-0.13508,0.08383,-0.00664,-0.00416,-0.21562,-0.0066
65976,2018,7,13,15.239,6.471,6.6003,7.7536,6.6063,5.2336,3.5939,15.589,0.01754,-0.11329,0.06933,-0.00867,-0.00594,-0.21034,-0.01259
66000,2018,7,14,15.403,6.4672,6.5932,7.7526,6.5971,5.2347,3.5964,15.443,0.02138,-0.07472,0.05427,-0.0037,-0.00636,-0.14705,-0.00956
66024,2018,7,15,15.603,6.4665,6.5856,7.7381,6.5878,5.2375,3.5991,15.008,0.02384,-0.10382,0.0501,-0.00816,-0.00665,-0.12822,-0.01082
66048,2018,7,16,15.256,6.4646,6.5853,7.7099,6.5925,5.2394,3.6001,14.976,0.02339,-0.13365,0.05842,-0.00646,-0.00359,-0.13545,-0.01586
66072,2018,7,17,15.312,6.4731,6.5995,7.7114,6.606,5.2429,3.602,14.676,0.02305,-0.10769,0.08555,-0.00508,-0.00483,-0.13059,-0.01984
66096,2018,7,18,15.318,6.4791,6.5922,7.7267,6.6011,5.2448,3.6029,14.997,0.02576,-0.10838,0.06454,-0.00414,-0.00483,-0.11813,-0.01351
66120,2018,7,19,15.177,6.4824,6.5831,7.7301,6.5956,5.2478,3.6039,15.958,0.02203,-0.12206,0.04782,-0.00325,-0.00076,-0.14972,-0.00772
66144,2018,7,20,15.329,6.6512,6.626,8.1185,6.6761,5.2596,3.6058,18.563,0.01827,-0.1438,0.03461,-0.00299,-0.00269,-0.21199,-0.0038
66168,2018,7,21,15.022,6.6377,6.612,8.0851,6.6751,5.263,3.607,20.487,0.01758,-0.1209,0.00451,-0.00254,-0.0016,-0.21931,0.01138
66192,2018,7,22,14.924,6.6497,6.6479,8.0588,6.7056,5.2688,3.6101,21.565,0.01887,-0.10169,0.05414,-0.00676,-0.00524,-0.15738,-0.00963
66216,2018,7,23,15.075,6.715,6.732,8.1166,6.7656,5.2774,3.615,21.308,0.02243,-0.07549,0.13778,-0.00402,-0.00213,-0.12044,-0.02915
66240,2018,7,24,15.149,6.6692,6.7496,7.9376,6.7628,5.2778,3.6161,21.326,0.01924,-0.08664,0.14568,-0.0024,-0.00117,-0.09261,-0.03152
66264,2018,7,25,15.22,6.698,6.7722,7.9701,6.7754,5.2788,3.6155,20.382,0.01683,-0.09899,0.11221,-0.00037,0.00174,-0.10957,-0.02451
66288,2018,7,26,15.266,6.7044,6.7759,7.9887,6.7852,5.2758,3.6122,19.566,0.01316,-0.093,0.08083,0.0018,0.00341,-0.10161,-0.01839
66312,2018,7,27,15.301,6.7089,6.7743,8.0075,6.7961,5.2746,3.6099,19.007,0.01328,-0.11489,0.05579,0.00095,0.00204,-0.08554,-0.01055
66336,2018,7,28,14.553,6.6789,6.7648,7.8681,6.796,5.2778,3.6081,19.018,0.00981,-0.10348,0.0587,0.00177,0.00463,-0.07307,-0.01621
66360,2018,7,29,14.688,6.6821,6.7592,7.8884,6.7994,5.2768,3.6067,18.71,0.00785,-0.08681,0.06484,-0.00021,0.00152,-0.06237,-0.01123
66384,2018,7,30,14.901,6.6914,6.767,7.9081,6.8123,5.2783,3.607,18.239,0.01051,-0.07156,0.06782,0.00203,0.00207,-0.03875,-0.01742
66408,2018,7,31,15.154,6.7054,6.7753,7.9371,6.8175,5.2796,3.6074,17.646,0.01129,-0.07548,0.07188,-0.00171,0.00118,-0.02221,-0.01907
66432,2018,8,1,15.421,6.672,6.7564,7.8419,6.7893,5.2792,3.6069,17.506,0.01309,-0.09103,0.0785,0.00023,0.00184,-0.03674,-0.02073
66456,2018,8,2,15.507,6.6786,6.7565,7.863,6.7926,5.2809,3.6081,16.995,0.01191,-0.09654,0.05585,-0.00174,0.00058,-0.0696,-0.0106
66480,2018,8,3,15.622,6.6828,6.7476,7.8812,6.7938,5.283,3.6094,16.698,0.01228,-0.09063,0.05765,-0.00025,-0.00078,-0.07461,-0.01569
66504,2018,8,4,15.844,6.6824,6.7288,7.8998,6.7846,5.2829,3.6096,16.53,0.01434,-0.08286,0.03508,-0.00294,0.00047,-0.06211,-0.00801
66528,2018,8,5,16.047,6.665,6.7077,7.8827,6.7678,5.2694,3.6079,15.703,0.01225,-0.06512,0.00823,0.00015,0.00094,-0.02115,-0.00103
66552,2018,8,6,16.412,6.6711,6.7026,7.8971,6.7671,5.2722,3.6095,15.428,0.0126,-0.05707,0.03591,-0.00307,-0.00196,-0.00577,-0.01184
66576,2018,8,7,16.702,6.6826,6.7045,7.927,6.7726,5.2726,3.6086,15.113,0.01248,-0.06676,0.04399,-0.00265,0.0006,-0.02751,-0.01291
66600,2018,8,8,16.738,6.7038,6.7185,7.9679,6.7902,5.2758,3.61,14.735,0.01279,-0.09064,0.05391,-0.00272,-0.00303,-0.07414,-0.01369
66624,2018,8,9,16.482,6.6786,6.7474,7.8536,6.7928,5.2621,3.6123,14.552,0.01628,-0.06704,0.12547,-0.00915,-0.00557,-0.04863,-0.03345
66648,2018,8,10,16.68,6.7384,6.8177,7.9235,6.8374,5.2692,3.6157,14.392,0.01767,-0.03574,0.18693,-0.00329,-0.00321,-0.03327,-0.0402
66672,2018,8,11,17.078,6.776,6.8658,7.9827,6.873,5.2703,3.6151,14.232,0.01604,-0.02654,0.14262,-0.00514,-0.00161,-0.0051,-0.03569
66696,2018,8,12,17.413,6.7795,6.8405,8.0243,6.8582,5.2691,3.6125,13.914,0.01567,-0.07806,0.05943,-0.00122,-0.00088,-0.04277,-0.01369
66720,2018,8,13,16.879,6.8193,6.7954,8.1631,6.8533,5.2516,3.6061,14.632,0.01301,-0.13109,-0.01875,-0.00177,-0.00053,-0.14921,0.01149
66744,2018,8,14,16.529,6.7569,6.7277,8.1137,6.8346,5.2475,3.6016,15.497,0.01157,-0.15322,-0.06561,-0.00176,-0.00097,-0.13491,0.02167
66768,2018,8,15,16.56,6.7085,6.666,8.0734,6.8081,5.2467,3.6004,15.54,0.01014,-0.11953,-0.03409,-0.00483,-0.00253,-0.09542,0.01051
66792,2018,8,16,16.734,6.6916,6.6327,8.0772,6.7969,5.2476,3.6006,15.197,0.01148,-0.11741,-0.00597,-0.00447,-0.00483,-0.07443,0.00284
66816,2018,8,17,16.621,6.7184,6.6199,8.2357,6.7849,5.248,3.5982,14.81,0.01146,-0.14137,0.03987,-0.00586,-0.00443,-0.13515,-0.01033
66840,2018,8,18,16.297,6.7226,6.6407,8.2325,6.7991,5.2516,3.5998,15.785,0.00901,-0.11902,0.05416,-0.00683,-0.00555,-0.17216,-0.00591
66864,2018,8,19,16.072,6.7476,6.6599,8.2696,6.8154,5.2551,3.6019,16.987,0.00929,-0.11018,0.09731,-0.00594,-0.00454,-0.15484,-0.0229
66888,2018,8,20,16.018,6.7684,6.6776,8.3107,6.8243,5.2562,3.6018,17.711,0.00939,-0.11757,0.0806,-0.00391,-0.0031,-0.11822,-0.01493
66912,2018,8,21,15.89,6.6807,6.6421,8.1726,6.7646,5.2447,3.5969,17.939,0.00774,-0.12327,0.04059,-0.00332,-0.00151,-0.1053,-0.01203
66936,2018,8,22,16.035,6.6955,6.6722,8.18,6.7868,5.2488,3.5977,17.544,0.00839,-0.08064,0.07841,-0.00606,-0.00422,-0.08876,-0.01441
66960,2018,8,23,16.186,6.7407,6.764,8.2143,6.8384,5.2539,3.5996,16.928,0.01042,-0.07134,0.15304,-0.00573,-0.00395,-0.0761,-0.03821
66984,2018,8,24,16.158,6.7862,6.8337,8.2404,6.8804,5.2587,3.6016,16.467,0.00825,-0.07426,0.16338,-0.00438,-0.00293,-0.10552,-0.03166
67008,2018,8,25,16.026,6.6582,6.7929,8.0372,6.817,5.2484,3.5985,16.607,0.00885,-0.0873,0.14093,-0.00667,-0.0043,-0.10616,-0.03382
67032,2018,8,26,15.916,6.6831,6.8101,8.0566,6.8192,5.2533,3.601,17.29,0.01076,-0.07582,0.12563,-0.00545,-0.00404,-0.09048,-0.01941
67056,2018,8,27,15.965,6.7141,6.847,8.0769,6.8514,5.2591,3.6044,17.532,0.01167,-0.07963,0.1302,-0.0054,-0.00348,-0.08707,-0.02915
67080,2018,8,28,15.985,6.7352,6.8635,8.0959,6.852,5.2632,3.6076,17.585,0.01322,-0.0732,0.11106,-0.0053,-0.00446,-0.10457,-0.02217
67104,2018,8,29,15.65,6.7317,6.8442,8.1091,6.8298,5.2544,3.6049,18.296,0.0125,-0.07196,0.07905,-0.00565,-0.00205,-0.09695,-0.01518
67128,2018,8,30,15.788,6.7252,6.8228,8.1084,6.8162,5.2538,3.6052,17.86,0.01335,-0.04019,0.04806,-0.00159,-0.00051,-0.05295,-0.01136
67152,2018,8,31,16.01,6.7045,6.7784,8.1062,6.7851,5.2501,3.6022,17.331,0.01182,-0.04157,0.00313,-0.00079,-8e-05,-0.01662,-0.00011
67176,2018,9,1,16.056,6.6655,6.7198,8.0907,6.7613,5.2452,3.5985,16.653,0.00838,-0.09229,-0.04315,-0.00265,0.0008,-0.05307,0.01232
67200,2018,9,2,16.188,6.9528,6.7831,8.826,6.88,5.2508,3.5953,17.978,0.00608,-0.1116,-0.03794,-0.00228,-0.00052,-0.15318,0.01549
67224,2018,9,3,15.82,6.9022,6.7137,8.7598,6.8477,5.2495,3.5939,19.928,0.00701,-0.11783,-0.05412,-0.00311,-0.00272,-0.17069,0.02418
67248,2018,9,4,15.533,6.8701,6.6843,8.6971,6.8381,5.2506,3.5937,21.804,0.0098,-0.13341,-0.03358,-0.00628,-0.00327,-0.15624,0.01682
67272,2018,9,5,15.41,6.8837,6.6988,8.6962,6.8563,5.256,3.5964,22.58,0.00806,-0.09583,0.03341,-0.00699,-0.00316,-0.12969,-0.00113
67296,2018,9,6,15.448,6.86,6.7343,8.5631,6.857,5.2581,3.5954,22.787,0.00823,-0.07975,0.11479,-0.00637,-0.00673,-0.07169,-0.02758
67320,2018,9,7,15.564,6.9104,6.774,8.6442,6.88,5.2607,3.5966,21.861,0.01274,-0.03792,0.12779,-0.00667,-0.00218,-0.03065,-0.02712
67344,2018,9,8,15.835,6.9137,6.7612,8.6809,6.8768,5.2583,3.5943,20.625,0.00808,-0.06072,0.08415,-0.00083,0.00059,0.01277,-0.02061
67368,2018,9,9,16.114,6.8857,6.7047,8.6794,6.8476,5.256,3.5921,19.695,0.00625,-0.06079,0.02881,-0.00212,-0.00082,0.01503,-0.00346
67392,2018,9,10,16.237,6.8778,6.6642,8.6717,6.8372,5.2387,3.5874,17.873,0.00433,-0.07844,0.01281,-0.00252,-0.0007,0.03709,-0.0042
